texto;classe
HÁ HUMANOS QUE NÃO GOSTAM DE COPA DO MUNDO ;negativo
@MastercardBR Neymar convidando?? Para que?? O cara não é exemplo para ninguém do bem!! #MasterCard toma vergonha na cara e coloca alguém comprometido com os menos favorecidos como o #CristianoRonaldo;negativo
@Urubudailha A FIFA é a dona da bola...e tem autonomia pra isso sim, a questão é que ela não quer;negativo
Thamires ontem me acordou 4hrs da manhã pra dizer que a Copa está chegando e temos que comprar uma roupa kkkk;negativo
Tô há 4 anos pra fazer 30 e eu não tenho nem metade do que o Neymar (com a mesma idade) tem. E vocês acreditam em meritocracia? Se eu tivesse só a camisa do PSG verdadeira já tava feliz.;negativo
rapaziada vídeo do @L11FIFA falando sobre bugs do fifa... é frustrante e desanimador voltei a gravar e jogar ontem e ja fiquei puto pq n tem como jogar desse jeito.. desde antes de eu parar esses bugs ja existiam fiquei 2 meses fora e continua a msma merda n tem como serio ;negativo
to esperando o Erick a uma hora pra joga um fifa cara;negativo
"@matheuslaneri uma mesa redonda com bial fausto silva e bruna marquezine de mediadora porem nao pode falar em neymar nem usar as palavras ""o loco"" ""guerreiro"" e ""nave louca""  senao perde a vez";negativo
@Cristia07703878 @PCAlmeida Regra da Fifa.  Os selecionáveis nao podem mais jogar mais pelos seus clubes a partir desse fim de semana.;negativo
Maradona não tem noção do ridículo. Fazendo pedido para a FIFA liberar o Guerrero para a Copa do Mundo. Com que moral ele pede isso? A de ser expulso de um Mundial por doping/drogas?;negativo
@_ffarr quer nada... até eu faço uma foto dessa e digo que a fifa quer kkkk pesquisa no google e vê se tem algo disso;negativo
Eu falei Caballero titular na Copa mas era zuera gente kkkk;negativo
"Minha avó é muito sem graça kkkkk todo mundo trocando figurinha ela falou alguém quer o Messi? As criança veio tudo gritando eu quero troca comigo tia tenho 2 cristiano ronaldo aí ela ""eu também quero o messi"" kkkkkkkkkk ai ela eh uo cara";negativo
O Neymar é foda! Mas falou o q todos já sabem.... ;negativo
Santa Cruz tomou 4 a 1 do ABC e está eliminado da Copa do Nordeste. Nós já sabemos qual a consequência disso. ;negativo
Coisas que odeio na imprensa: vários vídeos e fotos com a galera toda (homem, mulher) ao lado de Bruna e Neymar durante todo o tardezinha, daí Léo dias vai lá e escreve que ela mandou tirar as mulheres. Veio. Que século passado.;negativo
Aí gente não aguento essa babação de ovo do Neymar e agr na copa fica mais insuportável ainda. Scrr;negativo
depois da copa 2014 tudo piorou ;negativo
EU TO PASSANDO MAL COM ESSES VÍDEOS DA BRUNA E DO NEYMAR;negativo
EU TO JOGANDO FIFA DESDE MANHÃ, era pra eu ter terminado o banner e fazer live agora de noite da blockconn;negativo
Caraio, vsf, fifa 18 é muito booom;negativo
Segundo Sol, Copa  e final da Champions, as únicas coisas que me dão vontade de continuar a rotina chata;negativo
Vc discute com parmerense eles acham que sempre está certo , pelo Fagner e Cássio está na seleção eles estão mordidos kkkk;negativo
e aí o pessoal que mora lá tá bem bolado com isso, os pesquisadores foram obrigados a tirar férias durante a copa, todo mundo falando que o fifa fan fest vai acabar com os arredores da faculdade;negativo
"""Após se reunir com Guerrero, presidente da Fifa avisa que não pode mudar decisão do CAS.""  

UM ABSURDO O QUE FIZERAM COM O GUERRERO. #ForçaGuerrero";negativo
@Itaborahy11 copa de 2014 fizeram aquele fifa world cup que não vendeu nada e esse ano tem essa atualização de graça... tô ansioso p crl;negativo
Os cara da seleção se apresentam de helicóptero e eu aqui não tenho nem uma bike pra fazer minhas coisas pelo meier 😓;negativo
Pieguice! A marca registrada da cobertura da seleção pela Globo... E está escancarado que é entretenimento, não jornalismo...;negativo
Deveria ser proibido jogar fifa com time bronze x time ouro, os cara só passam estresse comigoKKKKKKKKKKKKKK;negativo
@SporTV a bruna que se cuide o presidente da sporTV ta dando pro Neymar e não é de hoje;negativo
"Eu acho o Neymar uma pessoa tão forçada cara.

Qualquer entrevista dele tu nota que não é de coração é apenas marketing.

diferente do Cristiano Ronaldo entrevistado pelo Fred, tu sentiu a emoção daquela entrevista";negativo
Que horário péssimo o @Esp_Interativo achou pra copa do nordeste... #PaixaoPeloCoral;negativo
FIFPro pede liberação de Guerrero à Fifa e espera resposta em até 48 horas ;negativo
"E esse vídeo do Neymar e faz Bruna? Não vi propaganda nenhuma da C&amp;A, ou eu estou muito cega.";negativo
@AlinneFreitas18 A FIFPro pediu isso, não vai ser a WADA que cuida dessas coisas de doping que vai empedir. A FIFPro faz mais parte do futebol do que a WADA. Então, vários clubes de seleções enviaram uma nota a fifa para liberar o atleta peruano. Se a fifa liberar, com certeza não volta mais...;negativo
@lucaspezzatti Então, digo caso a EA enfim conseguisse Brasileiro totalmente licenciado. Mas se for pra ter jogadores genéricos, melhor não ter mesmo. O problema é que tem muito jogador bom no Brasil. É triste não poder tê-los no FIFA.;negativo
@LuxLisbon7 Ainda tem alguns jogos antes da Copa, pelo q li Carille não está mais no comando. Mas pelo menos seria alguém já de dentro, que conhece mto bem os atletas, o esquema. PS meninos q vieram da base que devem estar animados.;negativo
#ChutRússia: Diário da Copa / Fifa compreende decepção de Guerrero e diz que nada pode fazer  @Luizprosperi;negativo
FIFA aceitou receber Guerrero pra lhe dizer que nada pode fazer. Piada!;negativo
Nos dias dos jogos da seleção eu vou é pra água aproveitar q não vai ter ninguém surfando nrndndmdmd;negativo
caralho achei que ele tinha levado um beck pra seleção também kkkkkk ;negativo
@rafaelmaydana83 kkkkkkkk o cara não entende que fizeram REUNIÃO com a FIFA em 2017.... se fosse verdade 83 não precisava de reunião e depois diz que eu tenho que me tratar! RECLAMA com a FIFA o que? O meu time ganhou no campo! kkkkkkkkkkk!;negativo
@globoesportecom Toda arrogância será castigada . Brasil sera eliminado com frango . Taffarel se treinador levasse em conta sua fase em clube vc jamais iria numa copa . Bem na seleção frangueiro nos clubes . Vc um otário só isso . @Cruzeiro a seleção n merece o Fábio.  Obrigado;negativo
"Na moral que Fábio e Vanderlei &gt; Cássio. Mas como todos os três estariam de terceiro goleiro, nem vou lamentar mt 

";negativo
"Torcedor registra site ligado ao 🌴: 

Tentou vender, mas ofereceram uma garrafa de 51! Pessoas ligadas ao clube dizem estar recorrendo à Fifa, mas tem receio que a descontinuação do uso do Fax cause algum atraso.";negativo
"Tudo é muito bom. Copa. Carnaval 
Mas um teto p quem ñ tem é a glória 
WAGNER E TETO";negativo
Adicionei um vídeo a uma lista de reprodução do @YouTube  Fifa 18 - Modo Carreira # 3 A Pior Estreia;negativo
"kkkkkkkkkk o tite levou fagner meu, FAGNER
imagina fagner na esquerda marcando cristiano ronaldo, messi , mpabbe, muller, james PQP
ter marcelo de um lado e fagner do outro é como ter uma majestosa lasanha de frango num lado e arroz empapado com feijao vencido do outro";negativo
Fifa é o jogo mais injusto do mundo, jogo de merda, vai toma no cu irmãozin;negativo
"@PerfectEspirit @soueumanolc @bestbundas humildade ganha copa desde qnd?
romario q o diga";negativo
Os cara tão problematizando até a copa aqui no Brasil... Puta povo chato;negativo
eu não aguento mais passar raiva jogando FIFA, que inferno.;negativo
não se pode falar em futebol aqui em casa que minha mãe já vem defendendo o cristiano ronaldo, a conversa nem é sobre ele mas ela tá lá kkkkkkk;negativo
nunca pedi tanto pela copa;negativo
"Tadinho do @Barrros_Gui
Sofreu no Fifa kkkkk";negativo
meu vizinho tá achando q já está na copa tocando essa merda de vuvuzela;negativo
O Diego Alves ficou um tempão sendo injustiçado nas convocações da seleção e não ficava nessa choradeira do Fabio;negativo
@ReisDaGalera É muito jogador ruim se achando o Bola de Ouro da Fifa. Os caras são limitados, não jogam nada e ainda desrespeitam a torcida, tem que rolar punição;negativo
@greeeemioooo @eugenio_real24 @marinhosaldanha A minha foi ganha no campo. A tua foi uma troca de favores, depois da conmebol ter ido mendigar na FIFA.;negativo
"@crf_igor10 Hoje ele seria titular tranquilamente na vaga do Giroud. Ainda é, com sobras, um jogador de altíssimo nível que acaba sendo esquecido na sombra do Cristiano Ronaldo (há 10 anos, inclusive).

Eu acho que depende dele mais na questão do ""querer voltar"".";negativo
@RicaPerrone Uma nem jogou, e copa é de 4 em 4 anos. Em clube cr7 é muito maior que Ronaldo e em seleção não é tão grande a diferença assim. A copa de Portugal Cristiano já conquistou, que foi a euro.;negativo
Abri o meu twitter e vejo 24 notificações sobre um comentário sobre a Seleção Brasileira..;negativo
"Tô precisando da uma sumida, principalmente do centro
Mas crlho, mês q vem já é a copa
Famo ver como isso vai se suceder";negativo
Buffon encerra sua história vitoriosa e belíssima na Juventus. Infelizmente o maior título com essa camisa não veio, pois teve o azar de trombar com as aberrações de linha Messi e Cristiano Ronaldo, mas ele foi a aberração do gol. #UN1CO e eterno Gianluigi Buffon.;negativo
fifa online pq me irritas tanto;negativo
Só que aí você lembra que Muralha teve chance, Weverton que ninguém fala mais... Enfim. Falar de justiça na seleção é problemático. O Alex não teve chances também, e vai falar que o cara não foi um monstro? É isso. Fábio tá muito bem aqui e nós reconhecemos isso 💙;negativo
Camisa da Seleção virou sinônimo da vigarice e é por isso que encalhou. Por Joaquim de Carvalho  via @Diário do Centro do Mundo;negativo
@timaoagora @mundo_spfc @globoesportecom @showdavida E o Elias que foi pego sendo abufelado pelo Maicon na seleção. Como o Elias era curintiânus, só o Maicon foi afastado. O cara era muito melhor q o Daniel Alves.;negativo
@AndreiKampff Eu achei um pouco severa a decisão do TAS de aumentar ainda mais a punição, mas pedir a FIFA e aos países que o Peru vai enfrentar é demais. Ficaria feliz em ver o Guerreiro no Mundial mas não assim de baixo dos panos. Um abraço.;negativo
Fico tentando entender, o Neymar rico pra disgrama tem uma mulher só e é apaixonado por ela. Esses homens assalariados que mal tem pra pagar a unha da semana de uma, querendo ter coleção de mulheres 🤷🏻‍♀️🤔;negativo
@blazepeaches @Suphoesimmike achas que é ele que vai decidir se contrata outra pessoa? os pais dele devem mesmo querer saber do casaquinho da seleção do chorão ao ponto de despedirem alguém que os tem ajudado hahahhahaha;negativo
Era pra estar estudando pra prova de sabado? Sim, mas eu to jogando FIFA pq é mais legal;negativo
Queria provar todos os sanduíches da copa do Mc mas ser pobre é foda;negativo
Á copa já é mês que vem, e cadê a minha sogra ?;negativo
Leifert confirmou que vai ta no Fifa 19, mas que merda do caralho;negativo
Sorteio em que um quarto dos times (dois de oito) ainda não serão conhecidos porque os jogos de volta das oitavas de final serão só depois da Copa. Muito bom. ;negativo
"Golos do meio campo? How

Eu era pro no FIFA 06, fui jogar FIFA 2004 uma vez e não marquei nenhum golo em tipo 5 ou 6 jogos... ";negativo
globo sempre reclamou do grito, inclusive na torcida da seleção brasileira e atualmente a torcida que mais reforçando isso é a torcida do São Paulo, parem de achar que é tudo perseguição ;negativo
@guiesbroglio @e001 Retranca e culpa da arbitragem...pensei q era da fifa...ok;negativo
@11Eberhardt Kkkkk  mas não se acostuma com isso, não é Sempre, rebaixada FIFA! KKKKKKK;negativo
A fifa fez esse auê todo só pra dizer que não pode fazer nadaa AAAAAAAAAAAAAAAAAA VAI TOMAR NO CU;negativo
@ohenriqueandre @DoentesPFutebol @faelluis @HComini Fábio Nunca Foi e nunca será convocado nem amistoso nada pela seleção principal. Ele teve problemas quando convocado na base questão religioso criou motim na concentração.;negativo
esperando Shakira lançar a música da Copa pra sambar na cara de Will e do outro q esqueci o nome;negativo
"@lucasinutilismo Lucas;-; tem um pessoal da Fifa lá que n ta gostando mt disso n..";negativo
@eligarcia01 @Luciana35583029 Desde ontem falando a mesma coisa tá foda. Isso tudo pq teve uma Sabichona querendo zuar e acabou falando merda. O Real Madrid perdeu a decisão do interclubes para o Boca Jr O INTERCLUBES.......MUNDIAL DA FIFA SÓ TEVE 1 DISPUTADO NO BRASIL.;negativo
a bruna falando que quem deu o primeiro beijo foi ela porque eles tavam num jantar e na hora de ir embora ela voltou correndo e roubou um beijo do neymar eu n aguento um casaaaal;negativo
@Teleco1910 @OsmarLossFut Quando teve proposta da seleção para comandar o sub 20, ficou. Ja se mostrou não ser vendido!;negativo
"@LuanHumberto6 @p40l0_crf @PaparazzoRN Ele trouxe o Neymar? Não.
O q ocorreu foi q ele gastou mais de 200mi, um investimento absurdo para os padrões brasileiros, e ele errou muito mais do q acertou. Se vc acha isso bom, parabéns. Eu se fosse o dono do dinheiro acharia isso muito errado.";negativo
Podem não gostar do Ruben Dias mas é o único central de futuro para a @selecaoportugal. O resto são trintões em fim de carreira. 🇵🇹 #Portugal #WorldCup;negativo
Meus planos de assistir a copa na casa da sogra ta indo por água a baixo,acho que só em 2022;negativo
Neymar treina chutes com os dois pés. Não aparenta sentir nada direito. #lanceSELECAO;negativo
Já to até vendo a Alemanha oferecendo grana pra marquezine terminar com o Neymar pra ele não focar na copa;negativo
"Segundo informações, Thiago Leifert fechou mais um ano com o FIFA 19 ....
Parece que as coisas foram feitas rapidamente, para que o FIFA 19 não ficasse sem narração em português.. 😳
Você gosta da narração do Thiago Leifert ?";negativo
Fifa tá pegado;negativo
Mundial 2018 - FIFA não encontrou provas de doping na seleção russa ;negativo
@JustNabard So no cavani and Neymar?;negativo
"Vocês pararam pra pensar que daqui a dois meses vamos estar cantando que o Taison tem copa e o Messi não?
#WorldCup #SelecaoBrasileira #Messi";negativo
@boliviazica @TiagoLeifert Já se irritou com a narração do FIFA?;negativo
#trocadepasses ontem segundo o Pret falou neste programa os jogadores que estão fora da lista dos 23, porém estão entre os 35 não jogarão por seus clubes conformevdeterminou a Fifa, acredito então que esta lista deverá ser divulgada pelo Tite estou certo ou entendi errado?;negativo
Crise no clube, Brigas no próprio elenco, eliminação antecipada da liberta, praticamente eliminado da copa do Brasil, imagine o psicológico dos jogadores pra esse jogo daqui a pouco. Independente de tudo, boa sorteeeee !! ⚫️⚪️ @VascodaGama;negativo
"não está dando com esses vídeos da campanha da c&amp;a com bruna e o neymar";negativo
@globoesportecom Sim é injusto ele ficar de fora pois foi o principal responsável pela classificação da seleção Peruana.;negativo
"@sil_sp @MarcelloJ_Lopes Se ele tivesse evoluído de 2016 pra cá estaria no lugar do Fred na seleção. Tem potencial, mas não ""explodiu"".";negativo
Lucas é muito fraquinho no fifa😂😂😂;negativo
@FutballTweets PSG has Cavani not Neymar 🙄;negativo
É triste você saber que o salário dos professores não vai pra conta do Neymar;negativo
Lembrando que até a seleção da CBF já foi multada por causa desse grito de bicha.;negativo
"""Retirar-me no Real Madrid? Há coisas que não dependem de mim"", avisa #CristianoRonaldo ";negativo
Reunião entre Guerrero e Infantino na Fifa termina com clima de indefinição  #PaoloGuerrero #FIFA;negativo
"12:23 e nada da sorte da irmã do neymar chegar aqui em casa

mas ok... ela deve estar atrasada por causa do frio, vou aguardar";negativo
Disserte sobre Lautaro fora da copa — eu levaria no lugar de um dos 37 laterais esquerdos que foram convocados ;negativo
É sério, o Egídio merece a seleção brasileira, não pode;negativo
@yagolana também kkk só não tenho o cristiano ronaldo;negativo
@AurilioGarcia Eu ando jogando todos os mata mata na conta do meu irmao e o time é 40x pior que o do real madrid, é a gameplay que é um lixo como eu digo, é bugado e ate o cristiano ronaldo é lento;negativo
o Neymar é chorão ;negativo
"@Corinthians PAU NO CU DELE.
QUE SAÍSSE DEPOIS DA COPA OU FIM DO ANO. 
QUE DEJA INFELIZ LÁ NAQUELA MERDA E ESQUECIDO TAMBÉM, FODA-SE.";negativo
@AndreiKampff Exato... por isso ir la e inutil. O presidente do pais em muitos casos ate pode resolver. O da Fifa acredito q nao.;negativo
@guilhermepiu Mas é a tal lei da Fifa que os jogadores convocados nao podem jogar a partir de hoje? (Digo sobre Dedé e arrascaeta);negativo
só vem copa pra gente esquecer essa delícia de política ufa;negativo
Papo chato esse de copa do mundo.;negativo
tudo culpa do neymar ;negativo
"Q vergonha!!!
22 dias pra copa e tem gente q liga pra lava jato ainda ";negativo
@aveiroclara7 Aí vc analisa qm critica e percebe q a pessoa é fã d messi ou d Neymar ou então é catalão...;negativo
"Logo um GreBBista falando de série B ksksks 
Mds GreBBista adora passar vergonha 
E se for me responder só dps do teu Mundial FIFA 😉 ";negativo
@RafaelColombo Certa/ deve ter sido interessante para todos : Carille, Corinthians, empresário e o time árabe. Estava em seu semblante que  não estava feliz.  Vai, fica 2 anos e 2 caminhões de dinheiro e volta feliz e satisfeito para o Corinthians e seleção.  Não vai ser fácil. Bem vindo Loss.;negativo
Só eu que não estou animada pra Copa;negativo
#fsradiobrasil Benja pelo amor de Deus, na seleção do Tite só não confio no Tiago Silva, medroso tremeu na copa e contra o real Madrid. Gostaria de saber a opinião do mito Flávio Gomes. Abraço galera.;negativo
@_gabriel2santos Cássio melhor que Vanderlei?? É por esse motivo que não vou torcer pela seleção gambá.;negativo
quem vai cantar a musica da copa e o will smith anitta vc me prometeu;negativo
"Assistir final da Champions  numa TV de 80 com cerveja e dps jogar um FIFA ou  ir para um evento pegar geral e dar pt

Eita decisão difícil";negativo
Só eu que já estou entediado com a Copa do Mundo antes mesmo de começar?;negativo
não sei se pego a nova da seleção ou do Vasco;negativo
nao acho que a fifa vai liberar o guerrero pra jogar o mundial;negativo
Machuquei meu dedinho do pé, igual ao Neymar, vou ter que ficar um tempo parado 🤦🏾‍♂️😂;negativo
@globoesportecom Lei de causa e efeito, tem que arcar com as responsabilidades! Senão tivesse tomado uma atitude equivocada estaria na Copa! Agora quer responsabilizar a FIFA???🤷🏼‍♂️🤷🏼‍♂️;negativo
@futebolportenho @_paulo_andrade_ Então essa situação acaba com o mito de que o terceiro goleiro de seleção, não jogaria nenhuma partida no caso de Copas, deixa a função de simples motivador?;negativo
Mano esse corte de cabelo do Cristiano Ronaldo não tá bom;negativo
@bing_fla @EuclidesFla Se Guerrero fosse pra copa flamengo ia ganhar oq com isso?  Peru q se foda minha seleção e o flamengo amigo;negativo
tá eu e lucas nesse fifa;negativo
"Violão?Tá de Sacanagem Alisson,tem que ser pandeiro porra, pra tocar o pagodinho cara, você não viu as seleções passadas? O Ronaldinho deve tá chorando ao ver isso, você vai fazer o Thiago Silva chorar tocando sofrência, não mude as raízes da minha seleção.

VAI PRA PORRA ALISSON ";negativo
@boliviazica @TiagoLeifert Trocou a narração no FIFA por n aguentar mais  se ouvir;negativo
A FIFA não fala tanto no Jogo Limpo. Suas federações tentam fazê-lo ;negativo
"@pvictorgb não custa pra quem não se dedica a criar conteudo de FIFA e a divulgar o jogo.
Não adianta mano, nada contra, mais voce nunca vai saber como um criador de conteudo se sente em uma situação como essa, sem voce voce ser um criador de conteudo.";negativo
@SilveiraZinho O chato do violão tem até na seleção brasileira hahahah;negativo
A última vez que torci pra seleção foi a de 82,de lá pra cá nunca mais! ;negativo
Lembro de ter me acabado de chorar na copa do mundo de 2014 kkkkkkkkk que vergonha, mês que vem tem mais ;negativo
Rapaz... Copa do Mundo só em junho e julho, mesmo? ;negativo
O que mais me assusta com relacao ao Neymar e a pressao e o possivel problema muscular da volta, nao a fissura,. #redacaosportv;negativo
"Essa propaganda da C&amp;A do Neymar e a Marquezine falando o que todo casal faz e as pessoas pagando pau como se fosse de outro mundo, por favor.";negativo
#bbnaveia o Mauro icardi está fora da copa é um pecado.;negativo
"""Tinham goleiros mais preparados do que ele para vir à seleção. Isso não quer dizer que um goleiro não seja bom, mas outro jogador da posição está um passo à frente. Infelizmente, acontece. Não que às vezes a gente não queira ser direto, mas tem goleiros melhores do que ele""";negativo
@taeyeoah nao da agora pq a copa ta mto perto preciso me concentrar apenas num evento esportivo;negativo
#BBdebate  Não acharam ninguém pra fazer tradução simultânea na entrevista da mãe do Cristiano Ronaldo?;negativo
A diferença desta Copa da Rússia e a do Brasil, é que a do Brasil ainda movimentou os meios com opiniões política, a da Rússia nem isso está conseguindo...;negativo
@RBandeirantes @portaldaband Neymar nem jogará a copa, podem convocar outro. Isso é dado como certo em Paris. ;negativo
@tinomarcosreal @SporTV @jornalnacional Renato Augusto e péssimo como jogador deve servir pra alguma coisa na seleção;negativo
"@cris_crspeixe @lbertozzi @TuFPF Porque até agora !!!!está punindo!!!
Se caso a Fifa abrir uma exceção!!
Vai está liberando a dependência química  e os esteróides!!!
Obs:e só minha opinião!!!";negativo
eu vejo nego comparando Salah com o messi, cristiano ronaldo, neymar e outros ai e fico pensando q droga a pessoa usa;negativo
@gugachacra Um drogado, ganhou copa sozinho fazendo gol de mão, envolvido com a máfia... ah vai dar meia hora de cú com o relógio parado vai!;negativo
@yadayadayada jogo FIFA mas deixo em inglês;negativo
Eu queria alguém pra jogar pes ou fifa comigo, uma namorada, até uma amiga, mas é difícil;negativo
"@essediafoilouco Muitos Não estou falando todos mais a maioria , eu digo a maioria ,não sabem dizer se o melhor e de quem joga mais com a bola no pé ou é melhor pelo simples fato de ter algum título individual ou títulos de clubes! Messi &gt;&gt;&gt; Cr7 Com a Bola no pé! Neymar hj &gt;2";negativo
Acho que o técnico viu o Nainggolan de vdd e esqueceu de ver o do FIFA @IrwingBarbosa @Delmondes87 @akaaNoma ;negativo
Eu acho que o 7x1 marcou do pior jeito... deixou os brasileiros desacreditados da própria seleção;negativo
que raiva da hipocrisia de algumas pessoasssssss aaaaa td mundo do lado de fora comentando q tava na seleçao da bolsa de pesquisa pelo dinheiro e la dentrk tds “estou aqui pq amo crianças, crianças sao so amor ❤️❤️❤️” VAO TOMAR NO CUUUU;negativo
@augustosnunes Falta o cantor Joao gordo nessa turma de loucos. Ele disse q ninguém quer saber de seleção de futebol porque se constrangem em usar camisa amarela relacionada ao movimento q tirou Dilma. Só Jesus!;negativo
Pq essa babação da Globo em cima do Cristiano Ronaldo? Sempre que coloco tá passando propaganda dele;negativo
Pelo jeito não vai ter nenhum treino aberto da seleção, queria tanto;negativo
é fisicamente impossível alguém ganhar de mim no fifa hije;negativo
@Junincruzeiro3 @otempo O passivo de cada time depende do ativo, se é q vc entende! Agora não temos passivo sendo reclamado na FIFA e por inúmeros clubes! Essa torcida Dona Maria do AZULÃO SÃO CAETANO DE BH é bem incompetente. Ñ DA PRA COMPRARAR PATRIMÔNIO DO GALO EM MINAS, NÉ...;negativo
@vibrantinhotv Tagarela, coitado foi muito infeliz a única coisa que ganhou na vida foi a copa! Quem é ela pra falar do Fábio!;negativo
eu acho essa parada de rodízio de capitão na seleção uma palhaçada, era pra ser um fixo e pronto.;negativo
Flamengo não fez merda nenhuma e sai prejudicado, Fifa cada dia nos ensinando a como fazer merda.;negativo
Jornal: fora da Copa, Rabiot se recusa a ficar na lista de suplentes da França ;negativo
Bancar um fifa 18 ate vir o sono;negativo
eu não aguento mais sonhar com a copa. Hoje eu sonhei que eu tentava consolar o Dani Alves que tava mt triste por causa da lesão;negativo
Goleiro argentino Romero tem lesão no joelho e está fora da Copa ;negativo
"Tirar sarro do Cristiano Ronaldo na final da Euro: NOSSA DESUMANO, ISSO NÃO SE FAZ, MORRAM TODOS 😡😡👍🏽👍🏽

os mesmos estão tirando sarro do Payet, que deu tudo pra chegar na final da euro e Agr corre o risco até de ficar de fora da copa. 

Parabéns, imundos";negativo
"saiu uma pesquisa dizendo que o brasil está mais preocupado com a lava-jato do que com a copa

não sei que brasil é esse não";negativo
@FSRadioBrasil @mano97fm Se ferrou o Guerreiro.ultimamente ele tava mais focado na seleção do que no flamengo..agora oque ele fizeram.viraram a costa pra ele;negativo
@mrsmdrs também não entendo mano, não é possível, ele já era cotado como substituto do tite caso o Brasil não fosse bem na copa..Acho muito estranho tudo isso.. Deve ter algo interno no clube;negativo
@FoxSportsBrasil Essa seleção não passa das quartas !!;negativo
@lucaspfla Não cara ele não disse dessa forma, ele tava tipo “a menina tá com ele pra engravidar igual a mãe do filho do Neymar já fez e assinou um contrato de 1 bilhão”;negativo
esquece eu odeio fifa;negativo
Taffarel tá sabendo bem do Vanderlei mesmo! Agora tudo faz sentido, por que não levaram ele para a Copa! ;negativo
"gauchada chorando porque Arthur e Luan não vai para a #Copa com a #SelecaoBrasileira Arthur ate merecia mais o Kazim e melhor que esse perdedor de penalti do Luan que vai assistir a #WorldCup pela Tv kkkkkkk
#Rusia2018 #CopaDaRussia";negativo
Eu não aguento mais esse cara no Fifa ;negativo
Um tiro doeria menos que essa campanha pro dia dos namorados da Bruna Marquezine e do Neymar;negativo
"@futtmais @1909Nacho KSKSKSKSKKSKSKSKSKKSKS 
Nem vou falar dps q falou Cristiano Ronaldo meee";negativo
Pq existe McItália se a Itália não foi pra copa, @McDonalds?;negativo
é um absurdo p Tite não convocar nem o Messi, nem o Cristiano Ronaldo 😠😠😠;negativo
Duas série b é só no time sem mundial fifa porra;negativo
todo ano de copa é isso agora?;negativo
ideiaaa que eu faria muito isso, mas o fifa ia ser p mim ;negativo
meu psicológico tá abalado depois desse vídeo do ensaio da bruna e do neymar;negativo
Parando pra pensar, a Copa não é de toda ruim... ;negativo
#boatardefox Douglas Costa vai ser o nome desta copa. Neymar vai se machucar e não vai jogar.;negativo
Fifa de fdp;negativo
"""o treino de neymar com bola""
a globo é lamentável!";negativo
@LucasCunha15 Fifa não !!!!;negativo
@oboneco_ Só pra esclarecer, essa é a norma da FIFA. A CBF, porém, nem notificou os clubes ainda;negativo
O Taffarel é tão asno q ele convocou o Muralha neste período q está na seleção e o Fábio nada. Vai dizer q o Muralha alguma vez na vida foi melhor q o Fábio?! Ah vá!!! @Cruzeiro #VamosLaBestia;negativo
@jhonatalopws a maioria dos jogadores tiveram um downgrade nessas novas cartas pq so conta o desempenho na seleção mas acho q elas vai receber um up tbm;negativo
Sobre o favoritismo do Brasil, Edu disse que é preciso evitar que isso se transforme em um peso excessivo sobre os jogadores. ;negativo
@BlogdoNoblat Lendo este comentário do João Gordo, decidi comprar minha camisa esta semana. A de camelô, porque a R$ 400,00 só se viesse com o Cristiano Ronaldo junto (mesmo ele sendo português, hehe);negativo
samuel segue sem me ganhar no fifa;negativo
@JorgeNu58478442 @Konami ???? O que tem isso haver? PES já foi maior e vendeu muito mais que FIFA no passado? O que tem haver a parceria da EA com a FIFA?;negativo
Sexta marquei com o pessoal de virem aqui jogar fifa, esqueci que tenho outro compromisso, @deus não deixe eles me matarem;negativo
Ter amigo jogador da seleção é: passar o dia todo ouvindo o ser reclamar, indiretamente, que queria ter viajado com o time.;negativo
23 dias p patrao não liberar pra copa 🤭 ;negativo
@NiviaSantos23 Daqui a pouco o Fábio completa 100 anos e ainda ficarão com essa choradeira de Fábio na seleção;negativo
saudades de enfeitar a rua para a copa do mundo e em seguida queimar tudo, depois que br perdia.;negativo
@otempo 😂MUITOOOOOOOOOOOOO MELHORES...   QUEM TOMA GOL DE COSTAS NÃO MERECE IR PRA SELEÇÃO;negativo
"Sergio Romero sofre lesão no joelho e está fora da Copa; Guzmán é convocado ";negativo
Tinha que ter copa o ano todo kkk ;negativo
Será possível que eu vou ter que pintar a rua pra copa sozinha porque ninguém toma uma atitude;negativo
@GalvaniRenan alguem que avise a @PESlatam que esa frescura de fazer a comemoracao estilo fifa e uma cagada, era muito mais realista como era antes, e desapareceram as comemoracoes comuns.. nao todo jogador tem uma celebracao personalizada..;negativo
Pelo que eu li ate agora, A Fifa não tem poder para anistiar um caso de doping. Isto é, não pode reverter a decisão do Tribunal Arbitral do Esporte (TAS), de suspendê-lo por 14 meses, o que vai acontecer?;negativo
"E ninguém é capaz de opinar se ouvir só um lado
E se olhando com calma o buraco está bem mais embaixo
Vai ter copa, vai ter carnaval, mas continua errado
Nada é justo ou injusto se não há justiça de fato";negativo
kkkkk a fifa é muito pau no cu mesmo;negativo
Meio brega esses papelzinho colados na parede, mas como é o Cristiano Ronaldo  nem vou dizer nada não ;negativo
FIFA tb só serve pra alimentar corrupção hein, fez de que estava indignada pra depois dizer que não pode fazer nada. Uma nota oficial acabaria com isso.;negativo
@_rodrigomattos_ @EuclidesFla Se a FIFA não pode fazer nada, porque houve essa reunião? Perca de tempo?;negativo
@Gabuzela FIFA é um jogo irado pô, o PES está muito atrasado, pra mim o PES 2019 não chega nem perto do FIFA 16...;negativo
