texto;classe
@globoesportecom Por mim tanto faz a seleção Peruana não chegará a final mesmo é nossa seleção também que abra os olhos se não fica no meio do caminho também 🤔;negativo
Já pararam pra pensar que só falta menos de um mês para copa????? MENOS DE UM MÊS;negativo
Esse clima de criar ídolos na seleção brasileira tá horrível. Esses jogadores não ganharam nada ainda, vamos com calma, porra! Rumo ao Hexa, em 2022! #vccorneta;negativo
aquela dúvida se assisto os jogos da copa na casa da sogra ou do sogro;negativo
@Rf_felipe22 @waltin_vn porra o cr7 fica jogando FIFA a madrugada inteira. vou ter que dar um lençol nele no treino;negativo
Goleiro argentino Romero tem lesão no joelho e está fora da Copa ;negativo
yandara poc nao mando o resultado da seleçao ate agora;negativo
@Interstg1909 Viu.A Fifa não foi enganada ;negativo
"@partiuhaxixe @bettercallvitor CADÊ O PANDERO? O CAVAQUINHO? A OUSADIA E ALEGRIA ESTÁ SE PERDENDO NESSA SELEÇÃO. 









O JOGADOR DESSA SELEÇÃO VAI PRA IGREJA AO INVÉS DE FUGIR DA CONCENTRAÇÃO PRA IR PRA BALADA. 









TRISTES TEMPOS.";negativo
E a sdd de jogar UT no FIFA só aumenta;negativo
EU FUJO DOS MEUS PROBLEMAS IGUAL FUGIA DO JUIZ NO FIFA 94 ;negativo
Se eu fosse jogador nem queria joga esses 2 amistosos q vai ter ai antes da copa papo reto alguém importante do Brasil vai se machucar q ver;negativo
Copa já é mês que vem e cadê minha sogra?????;negativo
@zeca1908 Sem contar aquela requentada nas dívidas na FIFA que o @alves_marcus  fazia quando tava na @ESPNagora;negativo
Trampar em dia de jogo na copa vai ser uma desgraça;negativo
Romero fora da Copa por uma lesão no joelho em um treino. Que azar. E como perde a Argentina, já que o goleiro entrou bem quando exigido no United e estava em bom nível com a seleção. Ficará entre Caballero (provável) e Armani a vaga na meta agora. Pressão só aumenta ;negativo
sdds copa no br;negativo
"@VEJA Não entenderam ainda q não estamos interessados por essa M..




de COPA e Neymar.




Brasil está preocupado com as faltas de saúde, segurança, educação, aumentos nas taxas e produtos PÚBLICOS, Empregos etc.";negativo
@CanalPJTOficial Junior qual o password da pasta do crack do jogo ? nao to conseguindo ,é do fifa 2006;negativo
@brunocleber Fábio não tem liberta, não tem mundial, não tem copa do mundo... Vergonha é tu querer comparar um goleiro de seleção com um goleirinho de clube.;negativo
@lexreis_rj E eram os lugares tradicionais do Rio pra ver e comemorar os jogos. O povo cansou da CBF e seleção brasileira...;negativo
Vou comprar algum jogos pro meu PS4 tá foda jogar só fifa;negativo
Queria assistir a copa na casa da sogra, mas não vai ter sogra;negativo
@JotaVenancio @DoentesPFutebol Pq o Real Madrid de Mourinho que gastou milhões com Cristiano Ronaldo, Kaká, Özil não fez?;negativo
@lucasttome @PHmaciel @globoesportecom kkkkkkkkkk tem nd a ver com a franca n moss. a federacao francesa ainda pediu uma petição com assinatura dos jogador p cara poder jogar. a vergonha e da fifa mrm;negativo
Quem puniu o Guerrero foi o TAS e não a WADA. Portanto, a FIFA deveria parar de obedecer o TAS #fsradiobrasil;negativo
A última seleção brasileira que eu torci foi a de 82 depois dela nunca mais eu torci. ;negativo
#bbdebate vcs nãoo monstram as coletivas da seleção;negativo
@LeckarDaniel Nao pintam nem mais o meio fio... nao penduram mais rabiola nas cores da seleção...;negativo
@roliveiraAOVIVO @LucasCollar @Alexandre_Ernst @alexbagereal @pitacodoguffo @NandoJRocha vinha se veiculando o nome de Muricy no Inter após a copa do mundo, que é quando acaba seu contrato c/ o SporTV. Com a chegada do Rodrigo Caetano automaticamente está descartada a vinda dele?;negativo
SERGIO ROMERO NÃO IRÁ AO MUNDIAL DA RÚSSIA! Segundo o TyC Sports, o goleiro sofreu uma grave lesão no joelho direito e está fora da Copa do Mundo da Rússia. A AFA confirmou que o goleiro está fora da competição. 🇦🇷;negativo
23 DIAS PRA COPA? ROLÊ DA VIRADA NÃO FOI SEMANA PASSADA? SOCORRO;negativo
Vai se fuder FIFA!;negativo
"Fala nação, Já completaram o E.C.FutBÔLAS no álbum da copa ? Nos não completamos ainda!!! Lembrando que falta 29 dias para a Copa do Mundo




#AVANTE #FUTBÔLAS #WORLDCUP ";negativo
Desanimou geral essa saída do Carille, no meio da temporada é complicado. Pelo menos vai ter a parada pra Copa, aí o Loss vai ter tempo pra trabalhar;negativo
@hugosousatweets Não têm lugar no 11 do Barcelona quando mais nos convocados da seleção;negativo
@2010MisterChip FIFA pode anistiar a punição do CAS?;negativo
"#CopaDoNordesteNoEI









Copa do Nordeste sem o maior do Nordeste? 🤔









#SportClubDoRecife";negativo
@futtmais Se ele falou isso eu não sei, mas que é suicídio falar isso as vésperas da final contra o robozao e companhia as isso é!!!! Sérgio Ramos Marcelo e Cristiano Ronaldo tão amando e só olhando 🤔😂😂😂;negativo
mano, o cara só cheirou um pó, matou ninguém, tirar ele da copa n vai fazer ele parar kkjkkkkkk ;negativo
Com futebol desastroso, Santa Cruz leva 4 do ABC no Arruda e sai da Copa do Nordeste:  #TáNoLeiaJá ;negativo
Acabei de perceber que agora que meu irmão faz parte da população economicamente ativa eu vou ver a maioria dos jogos da copa sozinha;negativo
Pessoal ficou bravo que 🎼“ PUTA QUE O PARIU, A SELEÇÃO O FÁBIO NUNCA VIU!”🎼;negativo
"Retweeted Jornal do Commercio (@jc_pe):









#JCEsportes - @SantaCruzFC é goleado em casa e está fora do Nordestão  ";negativo
@radioitatiaia @viniciuslgalo Concordo demais...agora ele para de encher o saco e de implorar vaga na seleção.;negativo
Tao homenageando o goleiro por um gol tomado, eu falo que EI não esconde que pagam pau do real e chupam a bola de Cristiano Ronaldo, patético mlk ;negativo
se nao for pra fazer um ensaio igual da marquezine com neymar eu nem qro mozao;negativo
"@GremioFuture Neymar jogando mau. Brasil perdendo. Tite olha pro banco e pensa: Deveria ter trazido o Luan.




Joga muito.";negativo
@PatriqueUiliam Não interessa o regulamento, não gostou vai reclamar na FIFA kkkkkkkkkkkkk Você deve ser mais uma ovelinha do Baldasso. O regulamento do Mundial vai mudar te prepara chorão kkkkkkkkkkkkk.;negativo
@FoxSportsBrasil Neymar é zero surpresa , mas quem diabos fala de David Luiz?;negativo
Essa entrevista sobre os goleiras da seleção estão me deixando cm medo. Justificando demais a convocação deles. Quem tem certeza de algo n precisa justificar nd n, tem q acreditar na sua aposta. Sem clubismo Fábio melhor da atualidade a muito tempo;negativo
E ainda tem gente que não gosta da Copa ;negativo
@TaylonsnNovaes @Paquetamec @AlinneFreitas18 @Ismaell_Allves_ Caso a FIFA tenha intenção de interferir na decisão ela terá que romper com a mesma, coisa que é muito difícil.;negativo
@FIFATRADEBRASIL A vida real não é o FIFA;negativo
"#CopadoNE









FIM DE JOGO!









O Santa Cruz perdeu por 4x1 para o ABC-RN e não avançou para as semifinais da Copa do Nordeste ";negativo
"@father_crf MINHA PRESSÃO ABAIXANDO




EU DESMAIANDO SEM ACREDITAR  QUE NEYMAR FEZ O GOL DO HEXA




VOCÊ ME LEVANTA E EU ACORDO E COMEÇO A CHORAR




GERAL SE ABRAÇANDO




TIROS NA COMUNIDADE




CARALHO SE ABAIXA




NÃO..  É FOGOS!";negativo
gente na copa passada a essa hora estávamos cantando “tocou neymar é gol” e esse ano ainda n tem música  to preocupada;negativo
"tenho 17 cade meu neymar 




vem logo caralho n gosto de esperar ";negativo
"Mulheres falando de futebol:









Pq não convocaram o messi e o cristiano ronaldo pra seleção ?";negativo
@ArquibanMilGrau @REALBRASlL @InfosFuteboI Tá calado oh burro do caralho, o Cristiano Ronaldo jogou na premier league e ganhou tudo o que havia pra ganhar, inclusive uma bola de ouro enquanto jogador do Manchester United, que na altura era só o melhor clube do mundo.;negativo
"acabei de ver a campanha de dia dos namorados da cea com brumar e tudo o que eu tenho a dizer é:









cueca e meia de algodão, neymar? cê jura? ";negativo
@radioitatiaia Tem mesmo. Mas quem foi Taffarel um grande goleiro. Apesar de tomar vários piru. Pegava alguns pênaltis e acha que é melhor do que o Fábio. Vai te fuder tafa. Vc é toda a seleção brasileira.;negativo
Arrasca não volta dps da copa;negativo
"Fifa diz que não há evidências de doping de russos convocados para Copa




 ";negativo
"Maradona também fez um pedido à FIFA pela liberação de Guerrero no seu Instagram:




“Paolo Guerrero, nesse momento tão feio, pelo qual eu também passei. Se a nova FIFA condena jogadores que fazem a gente feliz, por terem cometido um erro, não podem impedi-los de trabalhar”. ";negativo
@HernaneBrocad0r pior que o meu foi Neymar de mão;negativo
@AndersonElidio Libertadores sempre foi reconhecida, Toyota não kkkkkk e até hoje fifa diz q grêmio ia buscar o primeiro título kkkkkkkkkkk já os brasileiros CBF reconhece;negativo
morata fora da copa — vsf ;negativo
@fernandoruzza @ph_vascao @JooPedro17 @Cristrollvao A culpa deles estarem ali é de quem contratou. Uma vez contratados, porém, a responsabilidade dos seus atos é deles próprios. Vale para o Cristiano Ronaldo e para o Erazo. A diferença é que o Cristiano Ronaldo se garante...;negativo
@Esp_Interativo Mimado, deslumbrado e mau caráter. Essa seleção é asquerosa. Cada vez que vejo o Tite junto com o agiota do Itaú, me dá asco.;negativo
@JoaoVNovaes02 @edman_richard @julioan02022823 @Esp_Interativo @davascooo @Flamengo Vascaíno é chato, antes quando a Fifa não tinha considerado enchia a porra do nosso saco, depois que a Fifa considerou mão aceitam.;negativo
"@eduardocbs Paqueta não é nem 1% melhor, que dira 1000x




Dois ótimos jogadores que ainda estão amadurecendo




Imagina essa pressão que você “não está cobrando” no Neymar 17 anos";negativo
Bruna está dando trabalho pra Globo com atrasos por causa de Neymar.  via @YouTube;negativo
@UOL A seleção de empresários não empolga mais,eu mesmo vou torcer pra outra seleção ,não sou obrigado a torce para esses pernas de pau que só estão na seleção por causa da grana dos empresário da CBF da FIFA da Globo do cacete que se lasque tomara que leve 10 a 0 dessa vez.;negativo
Fico tentando entende: O Neymar rico pra caralho tem uma mulher só e é apaixonado por ela, esses homens assalariados que mal tem pra pagar a unha de semana de uma querendo ter coleção de mulheres.;negativo
Vixeeeee o goleiro Sergio Romero vai ficar fora da Copa do Mundo por conta de uma lesão no joelho. ;negativo
@_cardosovinii Kkkkkkkkk na copa não vou viajar seus bundao;negativo
@radioitatiaia Taffarel em clubes foi um goleiro medíocre, foi bem na seleção, não levo em conta o que ele disse;negativo
To bem triste em saber que vou ter aula nos jogos da copa tnc mesmo;negativo
Hoje não é um bom dia pra se jogar FIFA kkk;negativo
@santastica Só depôis que for eliminado da copa do Brasil e da libertadores foi assim com o Levir 👍👍👍;negativo
pqp se eu for embora e ngm me mandar msg c a letra de fifa eu desisto de ter amigos;negativo
Ela falou q as fantasia da copa da suki tavam tudo separado 😭;negativo
Will Smith, Nicky Jam e mais uma cantora who do Kosovo vão cantar a música oficial da FIFA da Copa da Rússia 2018. Não, vc não leu errado. ;negativo
@_FlaDaDepressao @ge_fla Fazer isso para um CA bosta desse? Eu ia lá só para falar, puni esse fdp e da mais 3 anos oq está reclamando de mais, 14 meses quem tinha que ficar era o casagrande Guerrero tem que ficar 7 anos fora do futebol, VAMOS FIFA DO CARAJO;negativo
🔗 O goleiro Sergio Romero (31) sofreu uma lesão no joelho direito e está fora da Copa do Mundo. Nahuel Guzmán (32) será o substituto. ;negativo
"Como é mesmo, Taffarel? 




Como é mesmo, @CBF_Futebol? 




Como é mesmo, Tite? 









Taffarel: ""Goleiro perna de pau não tem mais vez na Seleção"".









";negativo
acho que dessa vez nem vou ousar tirar foto com o neymar, na outra vez tirei e acabamos no 7x1;negativo
"@lancenet Alison do inter ne Tafarel ,andou tomando goleadas e não ganhou grandes títulos,veremos na copa onde será testado .









Sou mais @victor1 !";negativo
Neymar de falta, duvido nada kkk ;negativo
@OldTraffordBr Coitado, passa o ano bancando pro De Gea pra joga a copa, e se machucar e não poder ir até a russia.;negativo
Eu só queria assistir a copa na casa da sogra, porém não vai rolar;negativo
@PESFuture Claro que são.Champions é a maior competição do mundo. Porém a falta de criatividade e licenças,a deixam igual e sem motivação de jogar. Quem jogou esses modos no PES 14,15 16, 17, é a mesma coisa de jogar no PES18.Essa é a questão. Champions no FIFA será muito melhor aproveitada;negativo
O certo era todos jogadores se recusarem a joga a copa principalmente jogadores sula-Americanos e apoio ao Guerreiro sabemos que ele e inocente !!! ;negativo
"O que é essa campanha da C&amp;A com o Neymar e a Bruna Marquezine? Tá demais";negativo
Esta seleção de álbuns, como se diz no Brasil, é foda! ;negativo
@otaviocass Embandeirou mano, mas eu tlg o fifa eh assim, ele consegue tirar o cara do sério fácil;negativo
Tentativa desesperada de Guerrero não deu muito certo não, deveriam ter jogado limpo com o cara, fazer o maluco ter esperança e ir lá pra chegar e falar que a Fifa nao tem culpa é sacanagem .;negativo
Só errei ao dizer que o Ranieri ia para a seleção italiana... ;negativo
Acabo de jogar uma partida de fifa mt desgastante agr. 5x5 e perdi nos pênaltis... complicado.;negativo
Atitude correta? ;negativo
@EAFIFABR @lucasinutilismo O cara nem faz video de fifa e vai,e mole !!empresa safada;negativo
eu falo que não gosto de você mas amo sua pessoa, vc faz a pala mas me irrita demais quando falamos de futebol, xia a copa do mundo pra nós assistir;negativo
Menos de 1 mês pra copa do mundo, e eu não vi nada do que vi 8 anos atrás... ;negativo
Pes ou Fifa? Pq? — Trabalho com os dois... ;negativo
Sem chiquito romero, o cara que colocou a argentina na final na última copa. Os desfalques não param;negativo
Porra tá mais fácil eu assistir a copa na Rússia do que na casa da sogra;negativo
@Bruno_Bellerose Em 90 a Argentina tinha uma Seleção fraca e chegou até a final com Maradona resolvendo tudo. Esse ano tá bem semelhante....;negativo
Como é que é possível o Fellaini e o Witsel convocados para a seleção e o Naingollan não???;negativo
Qm é melhor no fifa Matheus ou Caio? — kkkkk Matheus falou que só é pato pro Caio, mas eles sempre discutem isso kkmm ;negativo
@iurypontte @PlayStation_BR @PlayStation Eles não respondem :( tive problema com o fifa e nada D: o @yuktopus viu;negativo
@Leilakruger @louzaviio Damião é outra piada de mau gosto na seleção. Mas tem quem goste e defenda.;negativo
mais uma madruga jogando fifa e ouvindo trap, nada muda.;negativo
@TaynahEspinoza a partir de hoje estou lhe seguindo. sua atuação tem sido exemplar no EI. Inclusive não embarcando na canoa furada das perseguições estranhíssimas do Marcelo contra Neymar. Sucesso junto ao Victor, muito educado, inclusive nas polêmicas🍀;negativo
"Não tô nada bem com essa propaganda do casal Bruna e Neymar pra C&amp;A. 









Digo apenas que: Só queria ver.";negativo
"""ah mas a droga representava uma vantagem pra ele em relação aos demais jogadores""









ENTAO VC TA INSINUANDO QUE A DROGA É VANTAGEM???









ENTAO PQ TA PROIBINDO BOTA O MESSI O CRISTIANO RONALDO PRA CHEIRAR UMA DROGA QUE ELES VAO SUPERAR OS PROPRIOS LIMITES DO CORPO HUMANO";negativo
Brasileiro que não torce pra nossa seleção não deveria nem ser gente;negativo
@ascampello Só não venha com afastamento de mentira pra esses lixos pra depois da copa serem reintegrados ... a torcida quer eles longe do Vasco.... ruins de bola e ainda tiram sarro com a gente....;negativo
coisas que odeio na vida: Real Madrid, Cristiano Ronaldo, Kevin Durant, modinhas, estudar no sábado.;negativo
gente tá saindo o comercial todo dos dias do namorados de Bruna e Neymar né achei hiper sexy;negativo
Não fui convocado prq seleção mas meu pai foi convocado pela minha escola;negativo
"Gasolina cara e ninguém fez panelaço.




Copa chegando e nenhuma rua enfeitada. 




O que tá acontecendo contigo, Brasil?! ";negativo
"Vc não aprender a rimar assistindo batalha, vc aprende a rimar batalhando.




É igual com futebol, vc não aprende a jogar vendo os vídeos do Neymar, vc aprende jogando.";negativo
Sergio Romero sofre lesão no joelho direito e está fora da Copa do Mundo ;negativo
Era pro firmino ser titular nessa copa mas já tá na cara que vai ser o jesus msm;negativo
"Engraçado que se fosse Cristiano Ronaldo 




Ia ta geral falando ""Penaldo"" 




""Só faz gol bobo""




Pqp ";negativo
"Até que tá bom o FIFA 18




Mas pra antiga geração é foda




Praticamente um FIFA 17 com os elencos uniformes atualizados e os menus de outra cor";negativo
nainggolan joga demais pra estar fora da copa porra ele e o de bruyne manda no meio campo da belgica ;negativo
@globoesportecom Ruli não vai pra copa ?;negativo
@jp_gambini N foi eu q perguntei n, mas borá sentar no sofá e jogar um fifa;negativo
Gente ainda da tempo de comecar a colecionar o album da copa?;negativo
"Fifa se solidariza com Guerrero, mas diz que não pode anular suspensão por doping




 ";negativo
Eis Que Você Vai Narrar O Jogo Do Brasil , e vê Que o neymar não tá jogando ;negativo
Presidente da Fifa, diz ao atacante Guerreiro, que não pode fazer nada correlação a punição que ele recebeu, ou seja esta mesmo fora da copa da Russia mesmo com toda comoção do povo de seu país o Peru.;negativo
Estamos no Fifa 18, mais uns 4 meses e estaremos no Fifa 19 e AINDA É PERMITIDO COMPRAR COINS PELA INTERNET. Mano, pq esses caras não banidos!?;negativo
"n acredito q estarei em SP no primeiro jogo da seleção 









aff";negativo
"@FSRadioBrasil @mano97fm É tão raro alguém ser punido com rigor de verdade aqui na America do sul, que se espantam com essa punição do Guerrero. Duvido que exista um complô contra a ""tradicional"" seleção Peruana, sendo assim, errou, por imprudência ou com intenção, pouco importa, tem que pagar.";negativo
@folha Nunca mais falo mal da Fifa!!!;negativo
Vai Fifa, vai TAS tudo pra casa do caralho seus merdas, imundos!;negativo
@isadoraluiisa tem fifa tmb mas acho que vc não deve gostar ne;negativo
hoje nem dá pra dormir sem jogar um FIFA;negativo
"Então quer dizer que a FiFA iludiu e deu esperanças ao Guerrero pra no final acontecer isso??? 




FIFA safada tá só uns @ da vida mesmo.";negativo
O presidente da Fifa se reuniu com o Guerrero pra falar um NÃO, mano, que absurdo;negativo
@barbaracoelho ...BRASIL SEM NEYMAR E A MESMA COISA QUE UMA FACA SEM LAMINA DESPROVIDA DE CABO...;negativo
Meu pai é foda, tô jogando fifa na moral, ele vem pedir pra por no jogo do vasco, eu coloquei e agora ele tá aqui roncando;negativo
Thierry quando ganha no FIFA fica todo se querendo, quando perde são mil desculpas kkkkkkkk;negativo
@Daniel_sal94 @coral_news Isso não é motivo se estivesse com.tecnico bom não tinha jogado dinheiro fora ,perdeu dinheiro no pernambucano, copa do.brasil e hoje total uns 4 milhões pós causa de teimosia;negativo
Também não entendi pq o Tite não convocou o Cristiano Ronaldo e o Messi, mas firmeza;negativo
Jordan tá aqui perdendo pra mim no fifa;negativo
@ESPNagora Di Stefano, Puskas, Eusébio , Falcão, Sócrates, Zico e etc...! Não foram campeões , Cristiano Ronaldo dificilmente será. Então RONALDÃO, VAMPETA, CAPETINHA jogaram mais que todos esses ? ME POUPEM !!!;negativo
Aonde ta meu namorado gente? A copa já ta chegando, tenho que ver o jogo na casa da sogra to desesperada;negativo
A Justiça do Trabalho gaúcha terá horários de funcionamento diferenciados nos dias de jogos da Copa do Mundo FIFA 2018  ;negativo
#MFM @tatimantovani Cristiano Ronaldo estando bem nas suas condições e com o pé calibrado fica difícil de segurar lo.;negativo
@TheCristianoFan Ainda te gente ,que tem dúvidas ,este nunca foi ,deste planeta, R de Rei, O outro planeta, N nitrogênio do futebol, A amor por futebol, L de limites inexistente, De de destruir zagueiros, O ofensivo ,este Cristiano Ronaldo;negativo
@planetadogremio espero que mostre mais vontade, a ilusão da seleção acabou, agora foca no gremio e chuta de fora da area, uma bola pelo menos.;negativo
@AndreiKampff Nao... pq o presidente tem esse poder. A FIFA nao;negativo
Tribuna do Sertão - Romero lesiona joelho, é cortado e Argentina perde o goleiro titular para a Copa ;negativo
#BBnaVeia Fed. Peruana encerrou as chances do maior jogador da historia do país, jogar uma copa! Incompetentes!!;negativo
Resumindo: A FIFA e nada são a mesma coisa. ;negativo
Guerrero deixa a sede da FIFA sem a liberação para jogar.;negativo
Sonhei que o neymar tinha se lesionado faltando alguns dias pra copa, Deus me livre;negativo
O churrasco pra ver o Brasil jogar na copa vai ser aqui em casa, já vi que n arranjo uma sogra até lá kkkk;negativo
"Deixa isso pra próxima gestão...




2018 já tá acabando! 




Só faltam 6 meses contanto com a parada da Copa do Mundo...




Se não votaram no início do mandato, agora não é a hora... ";negativo
Vem copa, de quebra o hexa, pq esse período já deu o que tinha que dar;negativo
fui inventar de ensinar minha irmã a jogar fifa, hj ela tá melhor que eu;negativo
@CaioCourvoisier @AraguezMatheus @brito_raphael @_melgabi messi tanto fez q deixou icardi de fora da copa so por ter talaricado a mulé do maxi lopez, seleção podre to torcendo contra tb kkkkkkkjj;negativo
Joel — Bro, dou aula no fifa mas ele n aprende ;negativo
Nainggolan sim, mas o Icardi ia a seleção substituir quem? Messi? Aguero? Higuain? Dybala? Duvido ;negativo
vocês reclamando do Taison na convocação, mas o Tite ter deixado o Cristiano Ronaldo de fora ninguém fala né;negativo
Percebendo q n to bem q n ganho nem da máquina no FIFA oq q ta acontecendo CMG porra;negativo
Esqueci , tem copa antes rs;negativo
"Seleção dos calouros sem zebras.









E quem votou no Ojeleye?????? ";negativo
Primeiro a seleção brasileira roubou o Tite, agora esse árabes fdp rouba o carille também :( ;negativo
@Cristina_maia O sujeito tem convicção que é a reencarnação do Puskás e que joga mais que o Cristiano Ronaldo. Deus nos livre desse embuste!!!;negativo
Eu não aguento mais ler sobre isso, todo mundo já sabe, por não falam sobre os outros jogadores ? Seleção brasileira não é formada só por Neymar e Gabriel Jesus não. ;negativo
Brasil na copa tem que perder de uns 72 a zero pro Tite ser demitido pra poder voltar pro Corinthians...;negativo
"FIFPro escreveu uma carta para a FIFA solicitando que Paolo Guerrero seja liberado para jogar a Copa do Mundo.




A FIFPro espera que até 2 dias a FIFA se manifeste sobre.";negativo
Não vejo a hora do casamento da bruna e do Neymar;negativo
Essa campanha da Bruna e Neymar só consigo pensar: n sei se queria ser ou ter Bruna;negativo
Infantino indicou que a punição foi imposta pela Corte Arbitral do Esporte ;negativo
@SporTV Meu deus. Ter que torcer para esta seleção com esse neymala será dificil, viu.;negativo
@SuperFC86 @rogeriocontabi Nem cara sabia da existência dessa copa rio que só serve para ser piada e outra colocou aí a FIFA reconhece + não liga pra FIFA ?;negativo
@FoxSportsBrasil @mano97fm Isso Põe a Fifa em Segundo lugar em antidade maior no futebol nao em primeiro. ..;negativo
@cahemota O clube é obrigado? Ele arrumou isso tudo pela seleção peruana. Não vejo necessidade tbm em anunciar a suspensão do contrato;negativo
@HenriqueIvan10 @Esp_Interativo Sinceramente eu não sou aquele torcedor de Seleção, acompanho a Copa por gostar de futebol. Mas acho que essa Seleção ainda é mais fraca que a 2014. Mas, vai que ganha né!?;negativo
O Cruzeiro não está classificado na copa do Brasil favor deixar a arrogância de lado e parar de falar besteira;negativo
Ahhhh nego falando que Neymar precisa de psicólogo, ah vai tomar no cu.;negativo
o seu perfil foi visto por 8 pessoas nas últimas 12 horas ;negativo
Esse povo esta muito desanimado pra copa;negativo
ue? o Cristiano Ronaldo não era melhor pq tinha mais títulos q eram por gols e não por votos? kkkkkkkkkkkkk fraco ;negativo
@chicletariaa ce viu a entrevista da bruna pro comercial da cea? ficou parecendo que ela tava numa cena de novela de tão artificial sendo que era pra falar do namoro com o neymar 😂 só lembrei de vc na hora;negativo
triste q ninguém pinta a rua da minha casa p copa porra de gente desanimada;negativo
Carille jogando fora sua oportunidade de seleção brasileira por dinheiro... tem coisas na vida que eu não entendo;negativo
Receita Federal perdoa dívida de R$ 200 milhões de Neymar -----Eu fiquei devendo R$ 800,00 reais, olha só tentei negociar na época não consegui, hoje 2 anos depois estou pagando R$ 5.000,00 entre multas, juros e cartório, ai vocês veem como são as coisas no Brasil ;negativo
A FIFA e os capitães adversários estão com Paolo Guerrero, mas um chá com cocaína está contra ele ;negativo
espero ter a mesma sensaçao com a copa viu seus fdp;negativo
Porque depois da copa ele vai ficar mais valorizado ainda, não tem lógica se a diretoria fazer uma burrice dessa;negativo
@aj8sa Era 1 ADEPTO. Também temos homicídios de outros estrangeiros mas sem a notariedade de jogadores internacionais e alguns deles jogando na seleção do país deles! Basta ver os jornais estrangeiros e as redes sociais para ver a dimensão que isto teve lá fora.E não é herói , é vítima!;negativo
Por apenas uma semana eu não vou ter a chance de assistir a seleção de vôlei do Brasil jogando na Austrália... SACANAGI;negativo
É uma pena eu n ser bem sucedido igual ao neymar aos 20 anos;negativo
Quando Neymar pipoca na copa, não falem que não avisei;negativo
@vibrantinhotv Nem do ideia pra seleção da CBF, razão pela qual nem sei o que o olheiro de goleiro falou, rs. Minha seleção é Cruzeiro;negativo
Mano é muitaaa propaganda pro Neymar os cara só falam dele pow , sendo que na minha opiniao o bixo nem é td isso nao pow tem varios mlk jogando muito ai;negativo
@futtmais E não foi convocado para a Copa! Um absurdo!;negativo
Para de querer enfeitar rua na copa, junta a rua toda e compra de cerveja e  um telão pra assistir o jogo, muito mais doido;negativo
@CueiGames @PortalAmazonia site fora do ar, prazo acaba hoje para muita gente complementar a inscrição, gente que estava  numa lista de espera desde o começo e agora está frustrada por ter conseguido ser chamado, mas não pode concluir a seleção por conta de erro no sistema do FIES.;negativo
eu não aguento mais ver a imagem do Gabriel jesus pintando a porra do cordão uma frase motivacional e uma foto dele com a camisa da seleção em ângulos diferentes e fazendo coisas diferentes ;negativo
cansei de ganhar do meu irmão no fifa 18 agora to aq deitado 😌;negativo
Pqp, a seleção o Fábio nunca viu🎶 ;negativo
Fifa estressa demais principalmente na wl;negativo
@GabrielSilvaa08 Ele já se aposentou da seleção e os crlh Mn , por causa dessa injustiça aí .;negativo
@daniboaventura Coutinho e Wiliam vão ser os cara da seleção os cara que vão decide os jogos anotem ae;negativo
@ArthurStange_ @alex_azv @venecasagrande Mas quando a FIFA vem em cima, não tem essa;negativo
Meudeus oq vcs tem a ver c tamanho do pau do Neymar, pelo menos ele tá com a Bruna Marquezine e vcs? calem a boca  kkkkkkkkkkkj;negativo
Mariana é pior que o Victor jogando fifa vey;negativo
Caralho, Rabiot fora da Copa. Quem foi o ET q tirou a vaga dele ? Rabiot é monstro, tô de bobeira ! ;negativo
@liberta__depre Tudo o que venha da FIFA é lixo. Não matem o futebol.;negativo
Ei, psiu. Você mesmo‼️ Já garantiu seu conforto no nosso BAILE DA COPA❔Ainda nao⁉️ Então tá esperando o que❔ Garanta já aquele espaço confortável e maravilhoso agora mesmo.  Mais informações: 969598956;negativo
que ranço esse negócio de Neymar e Bruna, tô cagando pra eles;negativo
Eu realmente acho que há outros goleiros pra convocar, na frente do Fábio, que gostando ou não é um bom goleiro. Mas pra quem já chamou Muralha pra seleção o Taffarel tá de brincadeira. ;negativo
fifa fica querendo inventar coisa ao invés de melhorar o que já tem;negativo
"beninas eu não sei vocês mas eu fico meio desconfortável vendo essas propagandas da c&amp;a com bruna marquezine e neymar, tipo quando vejo alguém admitindo em redes sociais que curte um golden shower ou tem daddy kink.";negativo
"Final da Euro 2016: Payet dá entrada maldosa e deixa Cristiano Ronaldo fora do resto do jogo.









Final da Liga da Europa 2018: Payet se machuca e é substituido aos 30min de jogo e fica fora do resto da partda.









Tudo que você faz, um dia volta pra você!";negativo
oh vontade de te comer dps jogar um fifa — Prefiro bo3, senão nem quero ;negativo
sera se ja começou a copa pq esse povo ta gritano;negativo
Insatisfeito por não ser convocado, Nainggolan se aposenta da Bélgica | LANCE! ;negativo
"@Esp_Interativo S. Roberto é mediano mas a Seleção seria forte. Ñ sei se Ibra ñ daria uma voadora em Icardi antes fo fim da primeira fase mas...potencial teriam p o título até; s favoritismo.";negativo
Rabiot enviou uma carta à FFF dizendo que se recusa a estar na lista de suplentes para a Copa do Mundo. ;negativo
"@VicenteNeto883 @mariohenriques_ Hahaha. Ele jogou muito aqui na serie b de 2016. Mas não foi nem 1/3 na elite. Emprestamos pois ele tava insatisfeito com a reserva.




Acho que até a pausa da copa ele já pega banco ai.";negativo
@mar7hrx Nem foi tanto assim, e eu já tinha parado no fifa, estava no Dr. House;negativo
